aoi,fold,image_id
znz,3,znz_bd5c14_15468.tif
ptn,4,ptn_abe1a3_05490.tif
dar,0,dar_0a4c40_04301.tif
znz,1,znz_3b20d4_11069.tif
acc,2,acc_a42435_04547.tif
dar,3,dar_353093_00876.tif
dar,4,dar_0a4c40_03700.tif
znz,0,znz_aee7fd_07700.tif
znz,1,znz_425403_13719.tif
znz,2,znz_75cdfa_08453.tif
acc,3,acc_665946_04672.tif
znz,4,znz_75cdfa_07980.tif
znz,0,znz_c7415c_12422.tif
nia,1,nia_825a50_04405.tif
dar,2,dar_0a4c40_03946.tif
mon,3,mon_401175_05965.tif
znz,4,znz_aee7fd_06916.tif
acc,0,acc_665946_04853.tif
dar,1,dar_0a4c40_03513.tif
znz,2,znz_e52478_13502.tif
znz,3,znz_c7415c_12154.tif
znz,4,znz_9b8638_14734.tif
znz,0,znz_bc32f1_09370.tif
dar,1,dar_0a4c40_03954.tif
dar,2,dar_f883a0_03068.tif
acc,3,acc_ca041a_04991.tif
znz,4,znz_bd5c14_15302.tif
znz,0,znz_9b8638_15057.tif
znz,1,znz_bd5c14_16079.tif
dar,2,dar_b15fce_00128.tif
znz,3,znz_aee7fd_07230.tif
kam,4,kam_4e7c7f_16159.tif
dar,0,dar_f883a0_03045.tif
znz,1,znz_9b8638_14525.tif
znz,2,znz_425403_13805.tif
znz,3,znz_3b20d4_10778.tif
dar,4,dar_a017f9_00715.tif
znz,0,znz_e52478_13315.tif
znz,1,znz_aee7fd_07769.tif
znz,2,znz_06f252_06194.tif
znz,3,znz_076995_11894.tif
znz,4,znz_9b8638_14640.tif
znz,0,znz_bd5c14_15407.tif
znz,1,znz_bd5c14_15672.tif
znz,2,znz_bd5c14_15731.tif
dar,3,dar_f883a0_03169.tif
znz,4,znz_c7415c_12213.tif
dar,0,dar_42f235_01678.tif
dar,1,dar_42f235_02162.tif
znz,2,znz_aee7fd_07019.tif
znz,3,znz_3b20d4_10808.tif
znz,4,znz_c7415c_12134.tif
znz,0,znz_c7415c_11971.tif
acc,1,acc_ca041a_04961.tif
dar,2,dar_f883a0_02933.tif
znz,3,znz_c7415c_12503.tif
znz,4,znz_33cae6_09884.tif
dar,0,dar_f883a0_03075.tif
dar,1,dar_b15fce_00090.tif
znz,2,znz_bd5c14_16096.tif
dar,3,dar_42f235_01614.tif
znz,4,znz_06f252_06558.tif
acc,0,acc_665946_04769.tif
dar,1,dar_a017f9_00623.tif
mon,2,mon_493701_05651.tif
dar,3,dar_42f235_01933.tif
dar,4,dar_0a4c40_04269.tif
znz,0,znz_e52478_13470.tif
znz,1,znz_bc32f1_09409.tif
acc,2,acc_665946_04804.tif
dar,3,dar_f883a0_03399.tif
znz,4,znz_75cdfa_08375.tif
znz,0,znz_aee7fd_06966.tif
acc,1,acc_d41d81_05287.tif
dar,2,dar_42f235_01790.tif
znz,3,znz_3b20d4_10394.tif
znz,4,znz_06f252_06793.tif
znz,0,znz_076995_11470.tif
znz,1,znz_75cdfa_08352.tif
znz,2,znz_076995_11469.tif
znz,3,znz_425403_13749.tif
znz,4,znz_076995_11274.tif
znz,0,znz_33cae6_09691.tif
znz,1,znz_3f8360_13268.tif
ptn,2,ptn_f49f31_05448.tif
dar,3,dar_f883a0_02373.tif
znz,4,znz_3b20d4_10430.tif
znz,0,znz_33cae6_09966.tif
znz,1,znz_3b20d4_10652.tif
znz,2,znz_425403_13708.tif
znz,3,znz_076995_11226.tif
dar,4,dar_353093_01083.tif
znz,0,znz_bc32f1_09192.tif
nia,1,nia_825a50_04414.tif
dar,2,dar_0a4c40_04299.tif
znz,3,znz_06f252_06118.tif
znz,4,znz_bd5c14_15467.tif
znz,0,znz_c7415c_12351.tif
dar,1,dar_0a4c40_04164.tif
znz,2,znz_33cae6_09915.tif
dar,3,dar_0a4c40_03471.tif
znz,4,znz_06f252_06063.tif
znz,0,znz_aee7fd_07364.tif
znz,1,znz_9b8638_14889.tif
znz,2,znz_aee7fd_07472.tif
acc,3,acc_665946_04668.tif
znz,4,znz_aee7fd_07337.tif
dar,0,dar_a017f9_00673.tif
znz,1,znz_aee7fd_07460.tif
znz,2,znz_bc32f1_08742.tif
znz,3,znz_06f252_06277.tif
znz,4,znz_c7415c_12103.tif
znz,0,znz_aee7fd_07040.tif
znz,1,znz_425403_14474.tif
acc,2,acc_a42435_04556.tif
acc,3,acc_d41d81_05284.tif
dar,4,dar_353093_00901.tif
dar,0,dar_0a4c40_04309.tif
znz,1,znz_33cae6_10087.tif
acc,2,acc_665946_04676.tif
dar,3,dar_0a4c40_03997.tif
znz,4,znz_3f8360_13148.tif
znz,0,znz_bd5c14_15599.tif
dar,1,dar_f883a0_02674.tif
nia,2,nia_825a50_04400.tif
znz,3,znz_bd5c14_15427.tif
acc,4,acc_665946_04661.tif
acc,0,acc_ca041a_04913.tif
znz,1,znz_aee7fd_07666.tif
ptn,2,ptn_abe1a3_05493.tif
dar,3,dar_0a4c40_03890.tif
dar,4,dar_f883a0_03283.tif
znz,0,znz_3b20d4_11164.tif
acc,1,acc_665946_04664.tif
dar,2,dar_f883a0_03010.tif
znz,3,znz_3f8360_13037.tif
znz,4,znz_3b20d4_10654.tif
znz,0,znz_076995_11443.tif
znz,1,znz_aee7fd_07130.tif
znz,2,znz_bd5c14_15290.tif
dar,3,dar_353093_00782.tif
dar,4,dar_b15fce_00037.tif
znz,0,znz_425403_14476.tif
znz,1,znz_425403_14382.tif
znz,2,znz_3f8360_13107.tif
dar,3,dar_353093_00997.tif
znz,4,znz_3f8360_13053.tif
znz,0,znz_9b8638_15125.tif
znz,1,znz_aee7fd_06906.tif
dar,2,dar_b15fce_00011.tif
znz,3,znz_06f252_06035.tif
dar,4,dar_a017f9_00713.tif
znz,0,znz_425403_13822.tif
kam,1,kam_4e7c7f_16207.tif
znz,2,znz_076995_11919.tif
dar,3,dar_42f235_01471.tif
dar,4,dar_f883a0_02948.tif
znz,0,znz_bd5c14_15614.tif
znz,1,znz_9b8638_14969.tif
dar,2,dar_353093_01054.tif
znz,3,znz_076995_11300.tif
dar,4,dar_b15fce_00163.tif
znz,0,znz_425403_13942.tif
znz,1,znz_33cae6_10250.tif
dar,2,dar_0a4c40_03510.tif
dar,3,dar_353093_00932.tif
znz,4,znz_425403_14397.tif
znz,0,znz_425403_13944.tif
znz,1,znz_076995_11664.tif
znz,2,znz_c7415c_12133.tif
dar,3,dar_42f235_01991.tif
kam,4,kam_4e7c7f_16229.tif
dar,0,dar_f883a0_02838.tif
znz,1,znz_bc32f1_09317.tif
dar,2,dar_42f235_01780.tif
znz,3,znz_aee7fd_07506.tif
znz,4,znz_c7415c_12526.tif
acc,0,acc_ca041a_05090.tif
znz,1,znz_e52478_13604.tif
znz,2,znz_076995_11945.tif
znz,3,znz_75cdfa_08562.tif
znz,4,znz_425403_13927.tif
acc,0,acc_a42435_04555.tif
znz,1,znz_9b8638_14646.tif
znz,2,znz_9b8638_14687.tif
znz,3,znz_bc32f1_09107.tif
dar,4,dar_f883a0_02826.tif
znz,0,znz_bc32f1_09417.tif
znz,1,znz_bd5c14_15542.tif
znz,2,znz_75cdfa_08305.tif
znz,3,znz_aee7fd_07746.tif
znz,4,znz_bd5c14_15432.tif
znz,0,znz_bd5c14_15747.tif
znz,1,znz_e52478_13551.tif
znz,2,znz_3f8360_12647.tif
znz,3,znz_425403_13745.tif
mon,4,mon_207cc7_05727.tif
dar,0,dar_42f235_01227.tif
znz,1,znz_3f8360_12915.tif
dar,2,dar_f883a0_03139.tif
znz,3,znz_bd5c14_15873.tif
acc,4,acc_d41d81_05242.tif
znz,0,znz_9b8638_14668.tif
znz,1,znz_aee7fd_07728.tif
znz,2,znz_9b8638_14948.tif
acc,3,acc_d41d81_05213.tif
znz,4,znz_425403_13753.tif
dar,0,dar_42f235_02216.tif
znz,1,znz_3b20d4_10903.tif
znz,2,znz_3b20d4_10925.tif
znz,3,znz_bc32f1_09410.tif
znz,4,znz_bc32f1_09436.tif
znz,0,znz_bd5c14_16056.tif
dar,1,dar_42f235_01145.tif
znz,2,znz_33cae6_09775.tif
znz,3,znz_c7415c_12347.tif
dar,4,dar_f883a0_03213.tif
dar,0,dar_42f235_01785.tif
znz,1,znz_06f252_06568.tif
znz,2,znz_bd5c14_16083.tif
znz,3,znz_75cdfa_07821.tif
znz,4,znz_425403_14248.tif
dar,0,dar_f883a0_03085.tif
dar,1,dar_42f235_01918.tif
mon,2,mon_493701_05636.tif
znz,3,znz_3f8360_13204.tif
dar,4,dar_42f235_01989.tif
znz,0,znz_aee7fd_07194.tif
znz,1,znz_aee7fd_07581.tif
dar,2,dar_0a4c40_03818.tif
znz,3,znz_33cae6_10146.tif
dar,4,dar_f883a0_02591.tif
znz,0,znz_425403_13918.tif
znz,1,znz_bc32f1_08866.tif
dar,2,dar_42f235_02184.tif
znz,3,znz_bd5c14_15763.tif
dar,4,dar_f883a0_03156.tif
dar,0,dar_42f235_02077.tif
znz,1,znz_3b20d4_10637.tif
znz,2,znz_bc32f1_09404.tif
znz,3,znz_425403_13800.tif
znz,4,znz_c7415c_12027.tif
dar,0,dar_42f235_01106.tif
dar,1,dar_42f235_01196.tif
znz,2,znz_9b8638_14743.tif
znz,3,znz_3b20d4_10608.tif
dar,4,dar_f883a0_02798.tif
dar,0,dar_42f235_01397.tif
dar,1,dar_f883a0_02825.tif
znz,2,znz_9b8638_14979.tif
znz,3,znz_bd5c14_15666.tif
dar,4,dar_42f235_01987.tif
dar,0,dar_0a4c40_04365.tif
znz,1,znz_33cae6_09988.tif
znz,2,znz_06f252_06016.tif
acc,3,acc_665946_04720.tif
dar,4,dar_42f235_01127.tif
znz,0,znz_3b20d4_10442.tif
znz,1,znz_425403_13710.tif
znz,2,znz_3b20d4_10397.tif
znz,3,znz_aee7fd_07668.tif
dar,4,dar_f883a0_03443.tif
znz,0,znz_9b8638_14994.tif
znz,1,znz_c7415c_12352.tif
dar,2,dar_f883a0_02950.tif
mon,3,mon_401175_05893.tif
znz,4,znz_75cdfa_08467.tif
znz,0,znz_75cdfa_08321.tif
dar,1,dar_353093_01098.tif
dar,2,dar_f883a0_03016.tif
dar,3,dar_353093_00913.tif
kam,4,kam_4e7c7f_16135.tif
mon,0,mon_493701_05674.tif
dar,1,dar_f883a0_02453.tif
znz,2,znz_3b20d4_11095.tif
znz,3,znz_bc32f1_08829.tif
znz,4,znz_bd5c14_15869.tif
znz,0,znz_9b8638_14787.tif
znz,1,znz_076995_11342.tif
znz,2,znz_bd5c14_15248.tif
znz,3,znz_9b8638_15101.tif
znz,4,znz_076995_11412.tif
znz,0,znz_33cae6_10285.tif
znz,1,znz_bd5c14_15904.tif
znz,2,znz_3b20d4_10985.tif
dar,3,dar_a017f9_00417.tif
dar,4,dar_353093_00968.tif
znz,0,znz_06f252_06115.tif
dar,1,dar_a017f9_00669.tif
dar,2,dar_42f235_02163.tif
znz,3,znz_076995_11647.tif
znz,4,znz_076995_11723.tif
znz,0,znz_06f252_06496.tif
znz,1,znz_c7415c_12307.tif
znz,2,znz_33cae6_09830.tif
dar,3,dar_f883a0_03447.tif
znz,4,znz_c7415c_11995.tif
mon,0,mon_207cc7_05719.tif
ptn,1,ptn_f49f31_05464.tif
dar,2,dar_0a4c40_04314.tif
znz,3,znz_aee7fd_07003.tif
dar,4,dar_0a4c40_04308.tif
znz,0,znz_aee7fd_07129.tif
znz,1,znz_75cdfa_08607.tif
dar,2,dar_0a4c40_04085.tif
acc,3,acc_a42435_04509.tif
znz,4,znz_33cae6_09969.tif
znz,0,znz_33cae6_09671.tif
znz,1,znz_076995_11475.tif
znz,2,znz_bc32f1_09205.tif
dar,3,dar_b15fce_00388.tif
dar,4,dar_42f235_01770.tif
dar,0,dar_42f235_01449.tif
znz,1,znz_06f252_06624.tif
dar,2,dar_0a4c40_03690.tif
znz,3,znz_c7415c_12248.tif
ptn,4,ptn_f49f31_05439.tif
znz,0,znz_3b20d4_10383.tif
znz,1,znz_076995_11397.tif
dar,2,dar_f883a0_02883.tif
acc,3,acc_665946_04640.tif
znz,4,znz_06f252_06186.tif
znz,0,znz_3b20d4_10952.tif
dar,1,dar_42f235_01864.tif
znz,2,znz_bc32f1_08916.tif
znz,3,znz_c7415c_11991.tif
dar,4,dar_f883a0_02704.tif
znz,0,znz_425403_14369.tif
acc,1,acc_a42435_04495.tif
znz,2,znz_bc32f1_09181.tif
znz,3,znz_3f8360_13108.tif
znz,4,znz_9b8638_14656.tif
znz,0,znz_3b20d4_10517.tif
dar,1,dar_0a4c40_03600.tif
dar,2,dar_f883a0_03094.tif
mon,3,mon_401175_05849.tif
znz,4,znz_e52478_13416.tif
dar,0,dar_a017f9_00596.tif
znz,1,znz_aee7fd_07370.tif
znz,2,znz_aee7fd_07160.tif
znz,3,znz_425403_14493.tif
dar,4,dar_f883a0_02489.tif
znz,0,znz_425403_14153.tif
znz,1,znz_aee7fd_07328.tif
znz,2,znz_3b20d4_10785.tif
acc,3,acc_ca041a_04998.tif
znz,4,znz_06f252_06164.tif
dar,0,dar_f883a0_02518.tif
znz,1,znz_06f252_06864.tif
znz,2,znz_c7415c_12410.tif
znz,3,znz_aee7fd_06935.tif
znz,4,znz_aee7fd_07688.tif
znz,0,znz_06f252_06642.tif
acc,1,acc_d41d81_05289.tif
znz,2,znz_9b8638_14713.tif
znz,3,znz_3f8360_12720.tif
znz,4,znz_425403_13923.tif
znz,0,znz_33cae6_09964.tif
kam,1,kam_4e7c7f_16143.tif
znz,2,znz_3b20d4_10395.tif
znz,3,znz_33cae6_10246.tif
znz,4,znz_9b8638_15078.tif
znz,0,znz_3f8360_12774.tif
znz,1,znz_3b20d4_10815.tif
dar,2,dar_353093_00728.tif
dar,3,dar_b15fce_00381.tif
znz,4,znz_33cae6_09828.tif
znz,0,znz_06f252_06681.tif
dar,1,dar_f883a0_03033.tif
znz,2,znz_c7415c_12053.tif
znz,3,znz_3f8360_12567.tif
acc,4,acc_665946_04735.tif
dar,0,dar_42f235_01895.tif
znz,1,znz_aee7fd_06894.tif
znz,2,znz_bc32f1_08898.tif
znz,3,znz_bd5c14_15898.tif
dar,4,dar_f883a0_03099.tif
znz,0,znz_bc32f1_09199.tif
dar,1,dar_42f235_01961.tif
dar,2,dar_0a4c40_03958.tif
znz,3,znz_75cdfa_08479.tif
dar,4,dar_f883a0_02785.tif
znz,0,znz_425403_14295.tif
dar,1,dar_f883a0_02620.tif
dar,2,dar_0a4c40_03518.tif
acc,3,acc_a42435_04487.tif
znz,4,znz_75cdfa_08231.tif
ptn,0,ptn_abe1a3_05499.tif
dar,1,dar_f883a0_03340.tif
znz,2,znz_3b20d4_10844.tif
znz,3,znz_75cdfa_08310.tif
znz,4,znz_aee7fd_07070.tif
znz,0,znz_06f252_06456.tif
znz,1,znz_425403_14218.tif
znz,2,znz_bd5c14_15718.tif
znz,3,znz_bd5c14_15825.tif
dar,4,dar_42f235_01798.tif
acc,0,acc_d41d81_05261.tif
znz,1,znz_bc32f1_08906.tif
znz,2,znz_bc32f1_08850.tif
znz,3,znz_aee7fd_07425.tif
znz,4,znz_75cdfa_08137.tif
dar,0,dar_0a4c40_03754.tif
acc,1,acc_d41d81_05310.tif
znz,2,znz_bc32f1_09413.tif
acc,3,acc_665946_04714.tif
dar,4,dar_0a4c40_04147.tif
znz,0,znz_bc32f1_09486.tif
znz,1,znz_9b8638_14839.tif
dar,2,dar_0a4c40_03731.tif
znz,3,znz_bc32f1_09337.tif
dar,4,dar_b15fce_00158.tif
znz,0,znz_bc32f1_09214.tif
znz,1,znz_076995_11608.tif
dar,2,dar_0a4c40_03885.tif
dar,3,dar_a017f9_00681.tif
dar,4,dar_42f235_01376.tif
acc,0,acc_ca041a_04918.tif
znz,1,znz_06f252_06584.tif
znz,2,znz_425403_13806.tif
znz,3,znz_06f252_06885.tif
dar,4,dar_42f235_02111.tif
znz,0,znz_bc32f1_08756.tif
znz,1,znz_3f8360_12574.tif
znz,2,znz_3f8360_13219.tif
znz,3,znz_c7415c_12301.tif
znz,4,znz_bd5c14_15442.tif
znz,0,znz_076995_11501.tif
znz,1,znz_bd5c14_15347.tif
znz,2,znz_425403_13925.tif
znz,3,znz_33cae6_10064.tif
znz,4,znz_06f252_06550.tif
dar,0,dar_42f235_01650.tif
dar,1,dar_42f235_02099.tif
dar,2,dar_f883a0_03378.tif
dar,3,dar_0a4c40_03849.tif
znz,4,znz_bc32f1_09392.tif
znz,0,znz_bc32f1_08765.tif
znz,1,znz_3b20d4_10572.tif
dar,2,dar_f883a0_03317.tif
znz,3,znz_9b8638_14951.tif
znz,4,znz_3b20d4_10972.tif
znz,0,znz_3b20d4_10995.tif
dar,1,dar_0a4c40_03795.tif
znz,2,znz_06f252_06275.tif
znz,3,znz_33cae6_10234.tif
dar,4,dar_42f235_01971.tif
dar,0,dar_42f235_01273.tif
znz,1,znz_c7415c_12546.tif
znz,2,znz_3b20d4_10911.tif
znz,3,znz_06f252_06499.tif
znz,4,znz_bd5c14_15318.tif
znz,0,znz_e52478_13323.tif
dar,1,dar_b15fce_00321.tif
znz,2,znz_aee7fd_07720.tif
dar,3,dar_42f235_01508.tif
acc,4,acc_a42435_04490.tif
znz,0,znz_33cae6_10139.tif
znz,1,znz_bd5c14_15211.tif
znz,2,znz_3f8360_12967.tif
znz,3,znz_e52478_13530.tif
znz,4,znz_33cae6_10055.tif
dar,0,dar_f883a0_03386.tif
dar,1,dar_42f235_01317.tif
znz,2,znz_3f8360_12982.tif
znz,3,znz_75cdfa_08658.tif
znz,4,znz_bc32f1_09000.tif
acc,0,acc_665946_04715.tif
mon,1,mon_401175_05850.tif
acc,2,acc_d41d81_05348.tif
znz,3,znz_076995_11816.tif
kam,4,kam_4e7c7f_16184.tif
dar,0,dar_0a4c40_03579.tif
dar,1,dar_42f235_01876.tif
znz,2,znz_076995_11653.tif
znz,3,znz_75cdfa_08678.tif
znz,4,znz_33cae6_10179.tif
dar,0,dar_0a4c40_04100.tif
dar,1,dar_f883a0_02546.tif
acc,2,acc_ca041a_04981.tif
znz,3,znz_aee7fd_06940.tif
znz,4,znz_3b20d4_10369.tif
znz,0,znz_076995_11503.tif
znz,1,znz_06f252_06645.tif
znz,2,znz_076995_11346.tif
znz,3,znz_06f252_06756.tif
dar,4,dar_0a4c40_03496.tif
znz,0,znz_06f252_06573.tif
ptn,1,ptn_abe1a3_05615.tif
znz,2,znz_75cdfa_08465.tif
acc,3,acc_d41d81_05387.tif
znz,4,znz_425403_13818.tif
dar,0,dar_42f235_01269.tif
dar,1,dar_f883a0_02623.tif
dar,2,dar_353093_01008.tif
dar,3,dar_0a4c40_04376.tif
znz,4,znz_c7415c_11977.tif
znz,0,znz_425403_13846.tif
dar,1,dar_42f235_02012.tif
znz,2,znz_e52478_13374.tif
dar,3,dar_42f235_01697.tif
dar,4,dar_f883a0_02875.tif
dar,0,dar_0a4c40_04378.tif
znz,1,znz_06f252_06389.tif
acc,2,acc_d41d81_05215.tif
dar,3,dar_b15fce_00236.tif
znz,4,znz_bd5c14_15414.tif
dar,0,dar_0a4c40_03657.tif
dar,1,dar_0a4c40_03553.tif
znz,2,znz_076995_11913.tif
znz,3,znz_75cdfa_08234.tif
znz,4,znz_aee7fd_07174.tif
znz,0,znz_c7415c_12528.tif
znz,1,znz_06f252_06400.tif
dar,2,dar_42f235_01560.tif
znz,3,znz_06f252_06569.tif
znz,4,znz_33cae6_09627.tif
znz,0,znz_9b8638_14810.tif
znz,1,znz_33cae6_10298.tif
znz,2,znz_bc32f1_09238.tif
mon,3,mon_207cc7_05715.tif
dar,4,dar_0a4c40_04278.tif
dar,0,dar_353093_00879.tif
dar,1,dar_353093_00859.tif
znz,2,znz_33cae6_10212.tif
znz,3,znz_3b20d4_10334.tif
znz,4,znz_9b8638_14601.tif
znz,0,znz_bc32f1_09024.tif
znz,1,znz_aee7fd_07091.tif
znz,2,znz_bd5c14_15725.tif
znz,3,znz_425403_13696.tif
znz,4,znz_bc32f1_08824.tif
dar,0,dar_b15fce_00285.tif
znz,1,znz_06f252_06348.tif
acc,2,acc_665946_04900.tif
znz,3,znz_06f252_06377.tif
znz,4,znz_bd5c14_15543.tif
dar,0,dar_0a4c40_03717.tif
znz,1,znz_076995_11819.tif
dar,2,dar_42f235_01293.tif
nia,3,nia_825a50_04442.tif
znz,4,znz_c7415c_12161.tif
dar,0,dar_b15fce_00106.tif
znz,1,znz_bc32f1_08780.tif
dar,2,dar_42f235_01739.tif
znz,3,znz_bc32f1_08895.tif
znz,4,znz_bd5c14_15520.tif
znz,0,znz_c7415c_12488.tif
dar,1,dar_353093_00799.tif
znz,2,znz_75cdfa_08217.tif
dar,3,dar_42f235_01552.tif
acc,4,acc_a42435_04583.tif
znz,0,znz_bd5c14_15957.tif
znz,1,znz_3b20d4_10916.tif
znz,2,znz_c7415c_12043.tif
znz,3,znz_aee7fd_06985.tif
znz,4,znz_3f8360_12807.tif
znz,0,znz_33cae6_10204.tif
znz,1,znz_bc32f1_08710.tif
znz,2,znz_425403_13924.tif
znz,3,znz_33cae6_09639.tif
znz,4,znz_3b20d4_10376.tif
znz,0,znz_076995_11339.tif
mon,1,mon_401175_05846.tif
znz,2,znz_75cdfa_07988.tif
znz,3,znz_aee7fd_07404.tif
acc,4,acc_665946_04850.tif
znz,0,znz_33cae6_10154.tif
mon,1,mon_401175_05973.tif
znz,2,znz_076995_11416.tif
znz,3,znz_06f252_06522.tif
znz,4,znz_425403_14191.tif
dar,0,dar_f883a0_03178.tif
znz,1,znz_076995_11641.tif
znz,2,znz_3f8360_12736.tif
dar,3,dar_42f235_01986.tif
dar,4,dar_42f235_02150.tif
ptn,0,ptn_abe1a3_05518.tif
mon,1,mon_401175_05926.tif
znz,2,znz_9b8638_15066.tif
dar,3,dar_42f235_01696.tif
dar,4,dar_42f235_01923.tif
dar,0,dar_42f235_01643.tif
znz,1,znz_076995_11669.tif
dar,2,dar_42f235_01646.tif
dar,3,dar_b15fce_00082.tif
znz,4,znz_33cae6_09690.tif
dar,0,dar_353093_01063.tif
dar,1,dar_f883a0_02419.tif
dar,2,dar_42f235_01963.tif
znz,3,znz_425403_13835.tif
znz,4,znz_3b20d4_10323.tif
znz,0,znz_06f252_06532.tif
znz,1,znz_33cae6_10307.tif
mon,2,mon_401175_05878.tif
acc,3,acc_665946_04699.tif
znz,4,znz_3f8360_13083.tif
znz,0,znz_425403_14507.tif
znz,1,znz_425403_14338.tif
acc,2,acc_d41d81_05300.tif
znz,3,znz_06f252_06304.tif
dar,4,dar_b15fce_00120.tif
znz,0,znz_06f252_06388.tif
dar,1,dar_f883a0_03420.tif
znz,2,znz_75cdfa_08628.tif
acc,3,acc_ca041a_05001.tif
znz,4,znz_bd5c14_15364.tif
znz,0,znz_aee7fd_07772.tif
znz,1,znz_3f8360_12953.tif
znz,2,znz_076995_11846.tif
znz,3,znz_9b8638_15051.tif
znz,4,znz_3f8360_13252.tif
znz,0,znz_076995_11853.tif
znz,1,znz_425403_14112.tif
znz,2,znz_3f8360_12957.tif
znz,3,znz_bd5c14_15836.tif
znz,4,znz_076995_11437.tif
znz,0,znz_076995_11695.tif
znz,1,znz_c7415c_12206.tif
znz,2,znz_3b20d4_10837.tif
znz,3,znz_75cdfa_08574.tif
dar,4,dar_0a4c40_04065.tif
znz,0,znz_9b8638_14949.tif
dar,1,dar_a017f9_00624.tif
mon,2,mon_f15272_05821.tif
znz,3,znz_c7415c_12228.tif
znz,4,znz_06f252_06485.tif
znz,0,znz_3f8360_12968.tif
znz,1,znz_bc32f1_09583.tif
znz,2,znz_076995_11272.tif
znz,3,znz_75cdfa_07809.tif
znz,4,znz_aee7fd_07169.tif
znz,0,znz_c7415c_12353.tif
znz,1,znz_3b20d4_10333.tif
znz,2,znz_9b8638_14682.tif
znz,3,znz_3b20d4_10793.tif
znz,4,znz_06f252_06231.tif
znz,0,znz_bd5c14_15874.tif
znz,1,znz_33cae6_09800.tif
znz,2,znz_076995_11317.tif
znz,3,znz_75cdfa_08665.tif
acc,4,acc_665946_04652.tif
dar,0,dar_b15fce_00234.tif
znz,1,znz_06f252_06493.tif
acc,2,acc_665946_04692.tif
znz,3,znz_75cdfa_08288.tif
dar,4,dar_42f235_02146.tif
dar,0,dar_f883a0_03345.tif
znz,1,znz_3f8360_12839.tif
znz,2,znz_3f8360_12623.tif
znz,3,znz_75cdfa_07845.tif
znz,4,znz_33cae6_10231.tif
znz,0,znz_c7415c_12443.tif
znz,1,znz_9b8638_14973.tif
znz,2,znz_bd5c14_15567.tif
dar,3,dar_42f235_02021.tif
dar,4,dar_f883a0_02526.tif
dar,0,dar_f883a0_02806.tif
dar,1,dar_42f235_01361.tif
znz,2,znz_3b20d4_11105.tif
znz,3,znz_75cdfa_08625.tif
dar,4,dar_0a4c40_03903.tif
znz,0,znz_06f252_06636.tif
znz,1,znz_bc32f1_09458.tif
znz,2,znz_bd5c14_15784.tif
acc,3,acc_ca041a_05133.tif
znz,4,znz_e52478_13588.tif
znz,0,znz_aee7fd_07422.tif
acc,1,acc_d41d81_05231.tif
dar,2,dar_0a4c40_03501.tif
znz,3,znz_33cae6_09777.tif
znz,4,znz_bc32f1_09334.tif
dar,0,dar_353093_00912.tif
znz,1,znz_06f252_06627.tif
znz,2,znz_bc32f1_09504.tif
dar,3,dar_a017f9_00664.tif
znz,4,znz_425403_14141.tif
znz,0,znz_33cae6_10235.tif
znz,1,znz_bd5c14_15827.tif
znz,2,znz_3b20d4_10709.tif
dar,3,dar_f883a0_03008.tif
znz,4,znz_bc32f1_08997.tif
znz,0,znz_aee7fd_07520.tif
dar,1,dar_353093_00907.tif
kam,2,kam_4e7c7f_16122.tif
dar,3,dar_42f235_02042.tif
znz,4,znz_425403_14142.tif
znz,0,znz_06f252_06182.tif
znz,1,znz_3b20d4_11020.tif
dar,2,dar_b15fce_00380.tif
dar,3,dar_42f235_01741.tif
znz,4,znz_bd5c14_16082.tif
dar,0,dar_a017f9_00507.tif
znz,1,znz_bc32f1_09039.tif
znz,2,znz_aee7fd_07619.tif
znz,3,znz_75cdfa_08657.tif
dar,4,dar_0a4c40_03564.tif
acc,0,acc_a42435_04527.tif
dar,1,dar_42f235_02234.tif
acc,2,acc_ca041a_05058.tif
znz,3,znz_3f8360_12564.tif
znz,4,znz_9b8638_14881.tif
dar,0,dar_42f235_02032.tif
znz,1,znz_75cdfa_07942.tif
znz,2,znz_9b8638_14724.tif
dar,3,dar_42f235_02292.tif
znz,4,znz_bc32f1_08888.tif
znz,0,znz_3b20d4_10775.tif
znz,1,znz_c7415c_12557.tif
znz,2,znz_076995_11483.tif
znz,3,znz_076995_11604.tif
acc,4,acc_665946_04674.tif
dar,0,dar_f883a0_03355.tif
dar,1,dar_0a4c40_03812.tif
znz,2,znz_076995_11812.tif
ptn,3,ptn_f49f31_05453.tif
dar,4,dar_0a4c40_03664.tif
dar,0,dar_42f235_01615.tif
acc,1,acc_ca041a_05064.tif
znz,2,znz_9b8638_15028.tif
znz,3,znz_076995_11247.tif
znz,4,znz_c7415c_12317.tif
znz,0,znz_75cdfa_08110.tif
dar,1,dar_a017f9_00648.tif
dar,2,dar_42f235_01391.tif
znz,3,znz_aee7fd_07307.tif
znz,4,znz_3b20d4_10540.tif
dar,0,dar_353093_00993.tif
dar,1,dar_0a4c40_03984.tif
dar,2,dar_f883a0_03066.tif
znz,3,znz_076995_11315.tif
znz,4,znz_076995_11463.tif
znz,0,znz_c7415c_12385.tif
znz,1,znz_9b8638_15158.tif
znz,2,znz_c7415c_12125.tif
kam,3,kam_4e7c7f_16153.tif
znz,4,znz_425403_14387.tif
znz,0,znz_9b8638_15098.tif
znz,1,znz_3b20d4_10411.tif
dar,2,dar_a017f9_00483.tif
nia,3,nia_825a50_04462.tif
